Name,time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,LTYRTY
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,37.66165960000217,60,63,138659,111719,8923,11451,11023,6248,2289,1669,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,38.6958111999993,56,51,65371,53052,10438,6524,21510,6468,2263,1221,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,39.64604269999836,75,43,8486,39418,960,8365,6749,13123,2038,1303,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,40.66276780000044,70,38,122145,20361,2811,19047,14995,5036,2022,5191,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,41.66154139999708,70,47,121894,96102,21205,14825,4527,6508,1572,1759,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,42.67829509999865,69,50,6696,42797,16378,1226,11974,5086,2358,661,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,43.645812199996726,44,67,31957,47280,28706,33692,16739,4433,3177,2313,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,44.6429621999996,44,66,26889,62643,31758,13051,23539,13270,2710,965,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,45.660122799999954,50,84,23987,23684,46147,32355,12217,6650,3392,2677,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,46.64414029999898,48,84,90541,82106,21764,14411,22923,7901,6211,2903,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,47.65861759999825,50,83,135020,21263,13077,4997,1941,1824,906,625,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,48.659883599997556,51,83,33389,56949,13590,22237,12793,13186,5215,6569,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,49.69148370000039,60,75,31203,70925,78791,9125,7452,17465,2970,977,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,50.676715200002945,57,84,57703,61549,32065,29032,6314,7517,3274,1585,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,52.65946119999717,51,100,46799,30094,84720,24311,19297,8955,6259,1773,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,53.65907999999763,53,97,19028,35042,19135,20810,5535,10459,5227,1507,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,54.656478799995966,51,83,33497,153346,20110,12292,15221,9256,5381,2930,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,55.672912399997585,61,84,25212,20554,28120,7751,17157,6767,3368,695,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,56.67513180000242,69,67,21437,33723,13230,12543,23008,7503,4880,2751,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,57.64130199999636,60,61,161111,67326,18425,15345,15623,6290,7618,2178,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,58.65529029999743,54,69,33384,123506,6192,57566,25549,6245,4175,958,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,59.658417999999074,41,53,371425,37400,4241,3196,5229,2007,683,591,0,r
